Cid,Title,County,CountyId,City,Address,Zip,CurrentUse,Owner,ServiceDates,ConstructionDate,Architect,Contractor,Style,SQFTAPPROX,Rthl_Text,Rthl,SAL_Text,Sal,NRDISTRICT,NRINDIV,Nr,HD_Eligible,Description,SubstantialMod,COVEXP,FEDGRANTPR,FEDGRANTYR,STGRANTPROJ,STGRANTAMT,STGRANTYR,HISTSTRURE,HSR_AUTHOR,MASTERPLAN,MP_AUTHOR,HABS,SERIAL_,POP1995EST,Easement,Easement_Executed,Easement_Expiration,Master_Plan,Architect_Firm,Bibliography,Construction_Docs,Interior_Images,Atlas_Number
193,Lamar County Courthouse (1917),Lamar,140,"Paris          ","119 N. Main Street, Paris TX  75460",,"Active Courthouse ","County    ",,1917,"Sanguinet & Staatsw/Barry & Smith                                                  ",,"Classical Revival with Romanesque details                                         ",,,True,"1992 ",True,Yes,1988,True,False,"Constructed of pink granite with terracotta details in the Classical Revival style with Romanesque arches and details. The building was constructed on the foundation of the previous 1896 courthouse after it was destroyed by the 1913 Paris fire and the granite from it was reused to build the current courthouse. The building features a central by created by triple height Corinthian columns above an arched entry portico supported by heavy granite columns with Corinthian capitals. The entablature includes a shallow dentiled cornice, cartouches at the corners of the building and a faux balustrade at the parapet.",,,,,,,,,,,,,,,Easement,11/30/2000 00:00:00,perpetuity,,,The People's Architecture,"plans (THCPP MP - copy, THC old master plan with additional pages - copy)",Office 1920 ABT,4302000193
2999,Lamar County Courthouse (1841),Lamar,140,Lafayette,,,,,,1841,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002999
3000,Lamar County Courthouse (1844),Lamar,140,Paris,,,,,,1844,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302003000
3001,Lamar County Courthouse (1847),Lamar,140,Paris,,,,,,1847,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302003001
3002,Lamar County Courthouse (1875),Lamar,140,Paris,,,"gone/demolished ",na,,1875,,John McDonald,Second Empire,,,False,,False,,,False,False,"Mansard roofs, stone quoining, dormers, crestings, bracketed cornices, and high brick chimneys. 2 stories.",,,,,,,,,,,,,0,,,,,False,,"The People's Architecture, Gone From Texas ",lithograph (THCPP-files),,4302003002
3003,Lamar County Courthouse (1896),Lamar,140,Paris,,,"gone/burned 3/21/1916 (annex, foundation and granite masonry reused in 1917)",na,,1896,,"Martin, Byrne & Johnson",Richardsonian Romanesque,0,,False,,False,,,False,False,"The exterior walls were built with Texas granite.  Designed with a Greek cross plan, with corner pavilion entrances at the reentrant angles, topped with pyramidal roofs.  Central clock tower.",Destroyed by fire in 1916.,,,,,,,,,,,,0,,,,,False,"Messer, Sanguinet & Messer",,"architect's rendering Some Work from the Offices of Messer, Sanguinet, & Messer copy at the Amon Carter Museum in Fort Worth (THC has xerox copy of this one illustration in courthouse files), architect's rendering by J.R. Gordon NOT BUILT (THC - copy)",,4302003003
3005,Lamb County Courthouse (1908),Lamb,141,Olton,,,"gone/burned   ",na,,1908,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302003005
3006,Lamb County Courthouse (1924),Lamb,141,Olton,,,Hospital 1949-1964. Demolished 1964,,,1924,Unknown,,,0,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302003006
3007,Lamb County Courthouse (1955),Lamb,141,Littlefield,"100 6th Drive, Littlefield TX 79339",,Active Courthouse,County,,1955,Atcheson & Atkinson,,Modern Style,0,,False,,False,,,False,False,"A two-story Modern  style building constructed of buff and red brick, concrete, glass and marble. The entrance is defined by a rectilinear concrete frame above an entry storefront flanked dark green marble walls. ",,,,,,,,,,,,,0,,,,,False,Atcheson & Atkinson,,,,4302003007
3008,Lampasas County Courthouse (1856),Lampasas,142,Lampasas,,,gone/burned 12/25/1871,na,,1856,,,,,,False,,False,,,False,False,"The first courthouse was a small frame building located on the south side of the square. This building, used primarily for the storage of records, burned under suspicious circumstances on Christmas Eve, 1871. Most of the county records were lost with it.",1871-Destroyed by Christmas Eve fire,,,,,,,,,,,,0,,,,,False,,,,,4302003008
3009,Lampasas County Courthouse (1873),Lampasas,142,Lampasas,,,gone/flood 9/27/1873,na,,1873,,,,,,False,,False,,,False,False,"The county's second courthouse was also a small frame building constructed on the southeast corner of the jail lot on the alley behind Brown and Williamson's store. Unfortunately, this building did not fare much better than the first, being washed away in the September 27, 1873 flood.",1873-destroyed by flood,,,,,,,,,,,,0,,,,,False,,,,,4302003009
194,Lampasas County Courthouse (1883),Lampasas,142,"Lampasas       ","501 Fourth St, Lampasas, TX 76550",,"Active Courthouse ","County    ","1884-present ",1883,"W.C. Dodson                                                                         ","Kane Bros. Construction Co.                            ","Second Empire                                               ",,"1965 ",True,"1981 ",True,,"1971 ",True,False,"Constructed of limestone and sheet metal in the Second Empire style. The building features a bracketed cornice, a central entry bay with a broken pediment, metal shingle mansard roofs, and a tall central square clocktower. ","1937: Wood windows replaced with steel. Courtroom ceiling lowered approx. 5 feet, & a steel truss installed in the 'new' attic space to support the tower. Three offices to the north side of the courtroom added. Red & green vct flooring installed above wood floors.1937 work was removed revealing the 1937 ceiling height.  Pressed metal from the original ceiling relocated to the 1937 courtroom location.1969: Elevator installed1983: Courthouse centennial was celebrated by restoring the clock tower and the hand-wound works were converted to electricity. Men's restroom added to jury room.1985: Acoustical dropped ceiling that had been added in courtroom removed allowing pressed metal ceiling to be seen.","1995 ",,,"Roof repair and painting, window painting, repairs to District Courtroom.                                               ",5852,"1985        ",,,,,"TX-3444      ",302,,Easement,09/11/2000 00:00:00,perpetuity,True,,"The People's Architecture ","commissioner's court minutes (THCPP MP - copy), 1934 addition plans","Courtroom 1910 ABT THCPP Lampasas CCH Master Plan, Hallway 1970 ABT (Date of flood? THCPP Lampasas CCH Master Plan",4302000194
195,Lavaca County Courthouse (1899),Lavaca,143,"Hallettsville  ",,,"Active Courthouse ","County    ","1899-present ",1899,"Eugene T. Heiner                                                                    ","A. T. Lucas                                            ","Romanesque Revival                                          ",0,"SM   ",True,"1981 ",True,,"1971 ",True,False,"Constructed of yellow and gray limestone in the Romanesque Revival style. The building features a tall central limestone clocktower and a central entry portico flanked by square towers, all with pyramidal slate roofs. ","1936: John C. Moore repaired the building, remodeled the basement, added offices for county auditor, agriculture agent & home demonstration agent.1973: Elevator installed.1988: Williams Co. electrical & mech. renovations.1997:Exterior cleaning. Pigeon control netting in tower.","2017 ","1974: Wood window restoration, 1978: masonry restoration and cleaning.                                                  ","1974,","Masonry Cleaning & Bird Control                                                                                         ",20000,"1996        ",,,"1973      ","French & Williams Architects AIA, Houston       ","TX-3445      ",303,,Easement,01/12/2001 00:00:00,perpetuity,True,,"""Lavaca County Seats and Their Courthouses"" by Paul C. Boethel for the Lavaca County Historical Commission, The People's Architecture, ""The Architecture of Eugene T. Heiner (1852-1901)' - unpublished study by David C. Bucek ",specifications (THC courthouse files),,4302000195
3011,Lavaca County Courthouse (1847),Lavaca,143,"Petersburg ",,,gone/burned April 1850,na,,1847,,,"vernacular ",,,False,,False,,,False,False,"After Lavaca County was organized in 1846, the home of Franklin Clark was used as a temporary courthouse and clerk's office until a more permanent site was chosen.On April 12, 1847, the county purchased its first official courthouse from Josiah Dowling for the sum of $45.00. It was a log house located on lot No. 3, Block 16 in Petersburg. This courthouse proved to be inadequate and the County Clerk's and District Clerk's offices were located in the home of Josiah Dowling from 1847-1851 (Boethel). In April of 1850, this log courthouse, which was also used as the church, schoolhouse and sheriff's office, burned to the ground. Court was then held under a nearby live oak tree (Tyler, p. 167). ",,,,,,,,,,,,,0,,,,,False,,"""Lavaca County Seats and Their Courthouses"" by Paul C. Boethel for the Lavaca County Historical Commission",,,4302003011
3012,Lavaca County Courthouse (1851),Lavaca,143,Petersburg,,,,,,1851,,"Spencer Townsend, Thomas Saunders, John Wonenburger",,,,False,,False,,,False,False,"In approximately 1850-1851, the court approved that a new courthouse would be built for the sum of $800.00. Spencer Townsend secured the contract and received a draft for $800.00 on the completion of the courthouse. The building was built by Thomas Saunders and John Wonenburger. The two story courthouse was constructed of native lumber and hewn by hand. The weather boards were handmade out of post oak (Boethel, p.3). In 1852, the county seat was moved to Hallettsville. Some time during the 1850's, E. H. Nelson and his wife, established Nelson Academy, using this courthouse to house some of the academy's borders. During the Civil War, the school was forced to close due to lack of pupils (Tyler, p.167).",,,,,,,,,,,,,0,,,,,False,,"""Lavaca County Seats and Their Courthouses"" by Paul C. Boethel for the Lavaca County Historical Commission",,,4302003012
3013,Lavaca County Courthouse (1875),Lavaca,143,Hallettsville,,,gone/demolished 1897,na,,1875,,J. E. Dietz & Co.,,,,False,,False,,,False,False,"Cost $16,500. In 1873, plans for a new courthouse were submitted to the court and accepted . The contract was awarded to J. E. Dietz and Co. on its bid of $16,500.00. The building was not completed until November of 1875 even though the first materials for the structure arrived in January of 1874.  In the interim, court was held in the Riemenschneider's Furniture House. When finally built, the courthouse was a two story stone building with a shingle roof.. In 1897, it was deemed unfit and demolished in order to make room for the present courthouse (Boethel). It was decided that the timber from this courthouse would be reserved to build bridges in Lavaca County. Most of the lumber was used to construct a bridge over Rockaway Branch, east of town. Conflicting reports state that the demolition of this courthouse was started by the General Contractor of the present courthouse, A. T. Lucas,  and the remaining lumber and stone were bought by Friench Simpson and M. A. McKnight for $400.00 (Kubicek, p. 8-9); however, another reports states that the courthouse was demolished and bought by Jonathan Speary for $330.00 (Boethel).After the demolition of the courthouse, most of the county offices were relocated to the Opera House and the Elstner building (Boethel). The vault from the County Clerk's office was moved to the southwest corner of the courthouse yard. A temporary building built for the County Clerk's office was constructed around the vault and served as that office for 20 months. The building was 22x44 feet with 12 foot walls, 6 windows and 1 door. The front 24 feet of the building was floored and the entire building weather boarded. The Clerk's office was constructed for $48.00 by T. B. Dowling (Kubicek, p. 9 & 11). The temporary County Clerk's office was dismantled after the completion of the present courthouse and rebuilt by S. J. Townsend at the County Poor Farm for a sum of $24.00 (p.43).  There, the old County Clerk's building served as a kitchen and dining room with a small corner of the building designated as a holding room for insane persons (p. 52). The vault was once again dismantled and reassembled in the new District Clerks office on the second floor of the new courthouse for a sum of $350.00(p. 34 & 43) and the iron left over from the old iron vault was sold at  a public auction (P. 52).",1894: repairs made to courthouse and a belfry added to the roof.1897: demolished.1897: temporary building constructed for county clerk.Other county offices spread around town in rented facilities.,,,,,,,,,,,,0,,,,,False,,"""Lavaca County Seats and Their Courthouses"" by Paul C. Boethel for the Lavaca County Historical Commission",,,4302003013
3015,Lavaca County Courthouse (1852),Lavaca,143,Hallettsville,,,,,,1852,"W. Kelly & Josiah Dowling John ",John W. Kelly & Josiah Dowling,,,,False,,False,,,False,False,"Wood frame, two-story, 24' x 36', painted white, roof shingles painted red. After the county seat was moved to Hallettsville, M. B. Bennett, Robert A. Sanford, William Smothers and C. Ballard, submitted a proposal to the court to furnish the county, without charge, office space and jury rooms until a suitable building could be constructed. In February of 1853, John W. Kelly and Josiah Dowling submitted plans and bids for a new courthouse. According to their plans, the building was a two story frame structure measuring 24x36 feet. The walls were painted white and it featured a red colored cypress shingled roof. The builders agreed to supply the doors and locks, build the judge's stand, and three room benches along with six jury benches for $100.00 cash and one hundred acres donated by William Smothers.  The first floor was divided into four rooms and housed the county offices. When the jury rooms were not in use, they were rented out by the Sheriff to the highest bidder. ","1865: Condition of the building is supposedly in poor condition and public dances were prohibitted.1874: Court functions were moved to Riemenschneider's Furniture store. ",,,,,,,,,,,,0,,,,,False,,"""Lavaca County Seats and Their Courthouses"" by Paul C. Boethel for the Lavaca County Historical Commission",excepts from specs? (apparantly taken from Commissioner's Court minutes),,4302003015
